Leading Cancer Sites,Leading Cancer Sites Code,Sex,Sex Code,Year,States,States Code,Count
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Nebraska,31,180
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Nevada,32,217
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,New Hampshire,33,162
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,New Jersey,34,1159
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,New Mexico,35,155
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,New York,36,2284
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,North Carolina,37,1034
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,North Dakota,38,67
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Ohio,39,1228
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Oklahoma,40,403
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Oregon,41,414
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Pennsylvania,42,1399
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Rhode Island,44,127
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,South Carolina,45,448
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,South Dakota,46,114
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Tennessee,47,604
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Texas,48,2246
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Utah,49,233
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Vermont,50,81
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Virginia,51,658
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Washington,53,716
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,West Virginia,54,228
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Wisconsin,55,660
Non-Hodgkin Lymphoma,33041-33042,Female,F,2021,Wyoming,56,45
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Alabama,1,367
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Alaska,2,46
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Arizona,4,461
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Arkansas,5,257
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,California,6,3082
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Colorado,8,351
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Connecticut,9,426
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Delaware,10,68
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,District of Columbia,11,51
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Florida,12,2079
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Georgia,13,578
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Hawaii,15,119
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Idaho,16,106
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Illinois,17,1264
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Indiana,18,559
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Iowa,19,329
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Kansas,20,263
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Kentucky,21,394
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Louisiana,22,396
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Maine,23,134
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Maryland,24,478
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Massachusetts,25,649
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Michigan,26,1017
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Minnesota,27,516
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Missouri,29,562
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Montana,30,102
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Nebraska,31,158
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Nevada,32,139
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,New Hampshire,33,115
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,New Jersey,34,977
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,New Mexico,35,130
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,New York,36,2006
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,North Carolina,37,637
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,North Dakota,38,76
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Ohio,39,1203
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Oklahoma,40,346
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Oregon,41,372
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Pennsylvania,42,1455
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Rhode Island,44,108
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,South Carolina,45,366
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Tennessee,47,449
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Texas,48,1831
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Utah,49,175
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Vermont,50,64
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Virginia,51,561
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Washington,53,624
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,West Virginia,54,207
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Wisconsin,55,593
Non-Hodgkin Lymphoma,33041-33042,Male,M,1999,Wyoming,56,36
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Alabama,1,369
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Alaska,2,57
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Arizona,4,473
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Arkansas,5,240
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,California,6,3074
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Colorado,8,367
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Connecticut,9,386
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Delaware,10,97
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,District of Columbia,11,46
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Florida,12,2143
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Georgia,13,654
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Hawaii,15,89
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Idaho,16,124
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Illinois,17,1226
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Indiana,18,588
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Iowa,19,335
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Kansas,20,304
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Kentucky,21,439
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Louisiana,22,404
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Maine,23,146
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Maryland,24,453
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Massachusetts,25,623
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Michigan,26,1061
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Minnesota,27,529
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Missouri,29,567
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Montana,30,99
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Nebraska,31,184
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Nevada,32,195
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,New Hampshire,33,149
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,New Jersey,34,963
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,New Mexico,35,153
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,New York,36,2003
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,North Carolina,37,667
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,North Dakota,38,72
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Ohio,39,1193
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Oklahoma,40,329
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Oregon,41,389
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Pennsylvania,42,1532
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Rhode Island,44,110
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,South Carolina,45,360
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Tennessee,47,485
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Texas,48,1740
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Utah,49,169
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Vermont,50,58
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Virginia,51,592
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Washington,53,635
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,West Virginia,54,179
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Wisconsin,55,550
Non-Hodgkin Lymphoma,33041-33042,Male,M,2000,Wyoming,56,37
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Alabama,1,387
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Alaska,2,55
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Arizona,4,474
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Arkansas,5,267
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,California,6,3236
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Colorado,8,393
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Connecticut,9,403
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Delaware,10,87
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,District of Columbia,11,54
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Florida,12,2133
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Georgia,13,611
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Hawaii,15,114
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Idaho,16,122
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Illinois,17,1206
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Indiana,18,613
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Iowa,19,310
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Kansas,20,275
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Kentucky,21,367
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Louisiana,22,431
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Maine,23,149
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Maryland,24,460
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Massachusetts,25,686
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Michigan,26,1063
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Minnesota,27,545
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Missouri,29,603
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Montana,30,117
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Nebraska,31,180
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Nevada,32,186
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,New Hampshire,33,151
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,New Jersey,34,1075
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,New Mexico,35,145
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,New York,36,2046
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,North Carolina,37,744
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,North Dakota,38,69
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Ohio,39,1241
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Oklahoma,40,362
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Oregon,41,381
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Pennsylvania,42,1520
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Rhode Island,44,132
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,South Carolina,45,380
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,South Dakota,46,79
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Tennessee,47,479
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Texas,48,1834
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Utah,49,188
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Vermont,50,64
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Virginia,51,582
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Washington,53,660
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,West Virginia,54,217
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Wisconsin,55,579
Non-Hodgkin Lymphoma,33041-33042,Male,M,2001,Wyoming,56,36
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Alabama,1,440
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Alaska,2,63
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Arizona,4,498
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Arkansas,5,278
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,California,6,3304
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Colorado,8,398
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Connecticut,9,423
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Delaware,10,91
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,District of Columbia,11,69
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Florida,12,2180
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Georgia,13,648
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Hawaii,15,115
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Idaho,16,136
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Illinois,17,1283
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Indiana,18,683
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Iowa,19,342
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Kansas,20,289
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Kentucky,21,432
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Louisiana,22,405
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Maine,23,155
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Maryland,24,517
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Massachusetts,25,689
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Michigan,26,1036
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Minnesota,27,595
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Missouri,29,601
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Montana,30,110
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Nebraska,31,220
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Nevada,32,240
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,New Hampshire,33,142
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,New Jersey,34,994
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,New Mexico,35,150
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,New York,36,2141
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,North Carolina,37,752
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,North Dakota,38,63
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Ohio,39,1218
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Oklahoma,40,373
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Oregon,41,402
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Pennsylvania,42,1591
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Rhode Island,44,115
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,South Carolina,45,382
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,South Dakota,46,91
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Tennessee,47,505
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Texas,48,1893
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Utah,49,188
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Vermont,50,62
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Virginia,51,654
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Washington,53,724
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,West Virginia,54,195
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Wisconsin,55,576
Non-Hodgkin Lymphoma,33041-33042,Male,M,2002,Wyoming,56,48
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Alabama,1,415
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Alaska,2,52
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Arizona,4,496
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Arkansas,5,285
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,California,6,3250
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Colorado,8,415
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Connecticut,9,413
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Delaware,10,78
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,District of Columbia,11,58
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Florida,12,2163
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Georgia,13,720
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Hawaii,15,123
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Idaho,16,125
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Illinois,17,1307
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Indiana,18,639
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Iowa,19,349
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Kansas,20,292
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Kentucky,21,404
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Louisiana,22,452
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Maine,23,159
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Maryland,24,568
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Massachusetts,25,684
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Michigan,26,1221
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Minnesota,27,586
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Mississippi,28,251
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Missouri,29,568
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Montana,30,100
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Nebraska,31,181
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Nevada,32,248
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,New Hampshire,33,149
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,New Jersey,34,1029
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,New Mexico,35,157
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,New York,36,2143
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,North Carolina,37,788
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,North Dakota,38,82
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Ohio,39,1241
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Oklahoma,40,384
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Oregon,41,413
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Pennsylvania,42,1579
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Rhode Island,44,139
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,South Carolina,45,385
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,South Dakota,46,95
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Tennessee,47,524
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Texas,48,2069
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Utah,49,186
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Vermont,50,79
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Virginia,51,651
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Washington,53,753
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,West Virginia,54,223
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Wisconsin,55,580
Non-Hodgkin Lymphoma,33041-33042,Male,M,2003,Wyoming,56,50
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Alabama,1,459
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Alaska,2,56
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Arizona,4,539
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Arkansas,5,282
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,California,6,3422
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Colorado,8,392
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Connecticut,9,470
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Delaware,10,102
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,District of Columbia,11,70
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Florida,12,2231
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Georgia,13,781
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Hawaii,15,103
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Idaho,16,131
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Illinois,17,1410
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Indiana,18,679
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Iowa,19,378
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Kansas,20,330
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Kentucky,21,466
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Louisiana,22,449
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Maine,23,186
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Maryland,24,475
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Massachusetts,25,698
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Michigan,26,1195
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Minnesota,27,620
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Mississippi,28,279
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Missouri,29,625
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Montana,30,114
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Nebraska,31,213
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Nevada,32,248
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,New Hampshire,33,166
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,New Jersey,34,1035
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,New Mexico,35,143
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,New York,36,2222
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,North Carolina,37,846
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,North Dakota,38,87
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Ohio,39,1288
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Oklahoma,40,382
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Oregon,41,466
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Pennsylvania,42,1575
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Rhode Island,44,117
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,South Carolina,45,403
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,South Dakota,46,75
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Tennessee,47,544
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Texas,48,2087
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Utah,49,205
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Vermont,50,74
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Virginia,51,672
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Washington,53,772
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,West Virginia,54,234
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Wisconsin,55,654
Non-Hodgkin Lymphoma,33041-33042,Male,M,2004,Wyoming,56,54
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Alabama,1,481
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Alaska,2,51
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Arizona,4,558
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Arkansas,5,338
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,California,6,3524
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Colorado,8,429
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Connecticut,9,464
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Delaware,10,92
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,District of Columbia,11,52
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Florida,12,2363
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Georgia,13,814
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Hawaii,15,137
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Idaho,16,153
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Illinois,17,1339
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Indiana,18,672
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Iowa,19,392
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Kansas,20,287
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Kentucky,21,478
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Louisiana,22,468
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Maine,23,173
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Maryland,24,540
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Massachusetts,25,739
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Michigan,26,1206
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Minnesota,27,615
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Mississippi,28,260
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Missouri,29,590
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Montana,30,125
Non-Hodgkin Lymphoma,33041-33042,Male,M,2005,Nebraska,31,208
